late_base_gate_id,support_class,side,group_id,group_size,obs_window,execution_rule,execution_rule_label,train_active_days,test_active_days,n_eff_train,p_star_exact,subgroup_threshold_prob,sigma_train_raw,sigma_train_lcb,sigma_test_raw,rho_train_raw,rho_train_lcb,rho_test_raw,p_exact_train_raw_late,p_exact_train_lcb,p_exact_test_raw_late,rho_needed_at_sigma_lcb,late_minus_control_exact_train,late_minus_control_exact_test,recent182_days,recent182_exact_mean,recent182_exact_lcb,recent182_control_mean,recent182_control_diff,recent91_days,recent91_exact_mean,recent91_exact_lcb,recent91_control_mean,recent91_control_diff,daily_window,control_base_gate_id,p_exact_train_raw_control,p_exact_test_raw_control
late|small|edge_high|same_top1_prev=all,late,small,edge_high,2,192,front_pair_major_margin_q75_only,front pair major margin q75 only,941,281,2,0.08841951026361577,0.1817303467017525,0.19305703152674458,0.1716259298618491,0.21826809015421114,0.46530612244897956,0.4020408163265306,0.4794520547945205,0.0924548352816153,0.07562876372653206,0.10676156583629894,0.515187363207817,-0.01003974172489229,0.01571898140164403,182,0.10714285714285714,0.06868131868131869,0.11355311355311354,-0.006410256410256401,91,0.0989010989010989,0.04945054945054945,0.13003663003663002,-0.031135531135531122,False,control|small|edge_high|same_top1_prev=all,0.10249457700650759,0.0910425844346549
late|small|edge_high|same_top1_prev=all,late,small,edge_high,2,192,front_pair_major_side_q75_only,front pair major side q75 only,1124,294,2,0.08841951026361577,0.1817303467017525,0.17956702253855278,0.15999406880189795,0.21598639455782312,0.48534798534798534,0.4267399267399267,0.46987951807228917,0.08570581257413998,0.07147093712930011,0.09863945578231292,0.5526424255957598,-0.013555011079503104,0.013659218628162731,182,0.10622710622710624,0.06865842490842491,0.07967032967032966,0.026556776556776573,91,0.07692307692307693,0.03296703296703297,0.10073260073260072,-0.023809523809523794,False,control|small|edge_high|same_top1_prev=all,0.09926082365364308,0.08498023715415019
late|small|edge_high|same_top1_prev=all,late,small,edge_high,2,384,front_pair_major_any_info,front pair major any info,1766,467,3,0.089576406726893,0.18565540131876168,0.19818799546998866,0.1876179690449226,0.21841541755888652,0.5037037037037037,0.47270955165692,0.5378151260504201,0.09984899962249905,0.09210551151377876,0.11563169164882225,0.4774404455121521,0.007266893167232905,0.021413276231263365,182,0.11538461538461539,0.08974358974358974,0.10164835164835165,0.013736263736263743,91,0.12454212454212454,0.0879120879120879,0.07692307692307693,0.047619047619047616,True,control|small|edge_high|same_top1_prev=all,0.09258210645526614,0.09421841541755889
late|small|edge_high|same_top1_prev=all,late,small,edge_high,2,384,front_pair_major_consensus_only,front pair major consensus only,1535,425,2,0.08841951026361577,0.1817303467017525,0.18849077090119434,0.1735043431053203,0.21294117647058824,0.5171208944793851,0.4737858141160028,0.5141843971631206,0.09489685124864278,0.08306188925081433,0.10352941176470588,0.509609780833806,-0.0024677168333484406,0.025816801794031397,182,0.07142857142857142,0.0467032967032967,0.09340659340659341,-0.021978021978021983,91,0.09340659340659341,0.05489926739926739,0.07142857142857142,0.021978021978021983,False,control|small|edge_high|same_top1_prev=all,0.09736456808199122,0.07771260997067449
late|small|edge_high|same_top1_prev=all,late,small,edge_high,2,384,front_pair_major_margin_and_consensus,front pair major margin and consensus,543,153,2,0.08841951026361577,0.1817303467017525,0.1921424186617557,0.16144106813996315,0.22549019607843138,0.5338753387533876,0.44308943089430897,0.4861111111111111,0.10159607120933087,0.07796193984039289,0.10784313725490197,0.5476890811138556,-0.014432636924640418,-0.0068357618276668475,153,0.10784313725490197,0.06209150326797386,0.11467889908256881,-0.0068357618276668475,91,0.14835164835164835,0.08241758241758242,0.10989010989010989,0.038461538461538464,False,control|small|edge_high|same_top1_prev=all,0.11602870813397129,0.11467889908256881
late|small|edge_high|same_top1_prev=all,late,small,edge_high,2,384,front_pair_major_margin_and_side,front pair major margin and side,303,87,2,0.08841951026361577,0.1817303467017525,0.19471947194719472,0.15181518151815182,0.2413793103448276,0.44696969696969696,0.32575757575757575,0.42857142857142855,0.08745874587458746,0.057755775577557754,0.10344827586206896,0.5824154697799039,-0.020522474782689537,0.03614058355437666,87,0.10344827586206896,0.04597701149425287,0.0673076923076923,0.03614058355437666,87,0.10344827586206896,0.04597701149425287,0.0673076923076923,0.03614058355437666,False,control|small|edge_high|same_top1_prev=all,0.107981220657277,0.0673076923076923
late|small|edge_high|same_top1_prev=all,late,small,edge_high,2,384,front_pair_major_margin_q75_only,front pair major margin q75 only,937,268,2,0.08841951026361577,0.1817303467017525,0.19619352543578797,0.1734213802917111,0.20584577114427857,0.5067476383265858,0.4473684210526316,0.45384615384615384,0.10120953397367484,0.08466293134115974,0.09328358208955224,0.5098535723501094,-0.007030689490012315,-0.007245518439548279,182,0.1043956043956044,0.06318681318681318,0.1043956043956044,0.0,91,0.11538461538461539,0.06043956043956044,0.13736263736263737,-0.021978021978021983,False,control|small|edge_high|same_top1_prev=all,0.10824022346368715,0.10052910052910052
late|small|edge_high|same_top1_prev=all,late,small,edge_high,2,384,front_pair_major_side_q75_only,front pair major side q75 only,1054,299,2,0.08841951026361577,0.1817303467017525,0.18864642631246048,0.16650458570524984,0.22798216276477143,0.4728682170542636,0.4127906976744186,0.5304878048780488,0.0879190385831752,0.07226043643263756,0.11649944258639909,0.5310334840875672,-0.012813562149425542,0.015514220911522242,182,0.12912087912087913,0.08699633699633699,0.11263736263736264,0.016483516483516494,91,0.14102564102564102,0.08054029304029303,0.12087912087912088,0.020146520146520144,False,control|small|edge_high|same_top1_prev=all,0.10073260073260074,0.10098522167487685
late|small|edge_high|same_top1_prev=all,late,small,edge_high,2,576,front_pair_major_any_info,front pair major any info,1766,467,3,0.089576406726893,0.18565540131876168,0.19818799546998866,0.18705171762929407,0.21841541755888652,0.4842105263157895,0.45340643274853804,0.5042016806722689,0.09701774254435636,0.0890902227255568,0.10920770877944326,0.47888577481239064,-0.00037750094375237075,0.023554603854389733,182,0.11172161172161171,0.08424908424908426,0.08791208791208792,0.023809523809523794,91,0.12454212454212454,0.08424908424908424,0.08791208791208792,0.036630036630036625,False,control|small|edge_high|same_top1_prev=all,0.09739524348810873,0.08565310492505353
late|small|edge_high|same_top1_prev=all,late,small,edge_high,2,576,front_pair_major_consensus_only,front pair major consensus only,1546,416,2,0.08841951026361577,0.1817303467017525,0.19329452350150925,0.17723156532988357,0.21193910256410253,0.5003333333333334,0.4569916666666667,0.48148148148148145,0.09476067270375162,0.0830099180681328,0.10096153846153846,0.49889256521003644,0.0007341240311852515,0.01797398659431855,182,0.08424908424908424,0.054945054945054944,0.08241758241758242,0.001831501831501825,91,0.10256410256410255,0.05489926739926739,0.10989010989010989,-0.007326007326007342,False,control|small|edge_high|same_top1_prev=all,0.09402654867256637,0.08298755186721991
late|small|edge_high|same_top1_prev=all,late,small,edge_high,2,576,front_pair_major_margin_and_consensus,front pair major margin and consensus,557,149,2,0.08841951026361577,0.1817303467017525,0.18701376421304605,0.15769000598444047,0.2684563758389262,0.5277777777777778,0.44047619047619047,0.46511627906976744,0.0990424895272292,0.07749850388988629,0.1196868008948546,0.5607172738159467,-0.010662151822981775,-0.03309097688292319,149,0.1196868008948546,0.0727069351230425,0.1527777777777778,-0.03309097688292319,91,0.14652014652014653,0.08241758241758242,0.1527777777777778,-0.006257631257631263,False,control|small|edge_high|same_top1_prev=all,0.10970464135021098,0.1527777777777778
