late_base_gate_id,support_class,side,group_id,group_size,obs_window,execution_rule,execution_rule_label,train_active_days,test_active_days,n_eff_train,p_star_exact,subgroup_threshold_prob,sigma_train_raw,sigma_train_lcb,sigma_test_raw,rho_train_raw,rho_train_lcb,rho_test_raw,p_exact_train_raw_late,p_exact_train_lcb,p_exact_test_raw_late,rho_needed_at_sigma_lcb,late_minus_control_exact_train,late_minus_control_exact_test,recent182_days,recent182_exact_mean,recent182_exact_lcb,recent182_control_mean,recent182_control_diff,recent91_days,recent91_exact_mean,recent91_exact_lcb,recent91_control_mean,recent91_control_diff,daily_window,control_base_gate_id,p_exact_train_raw_control,p_exact_test_raw_control
late|small|edge_high|same_top1_prev=all,late,small,edge_high,2,576,front_pair_major_margin_and_side,front pair major margin and side,271,89,2,0.08841951026361577,0.1817303467017525,0.1863468634686347,0.14575645756457564,0.2640449438202247,0.475,0.3416666666666667,0.4166666666666667,0.08671586715867159,0.05719557195571956,0.10674157303370786,0.6066249944668323,0.00124578168858612,-0.0019540791402051783,89,0.10674157303370786,0.05056179775280899,0.10869565217391304,-0.0019540791402051783,89,0.10674157303370786,0.0449438202247191,0.10869565217391304,-0.0019540791402051783,False,control|small|edge_high|same_top1_prev=all,0.08547008547008547,0.10869565217391304
late|small|edge_high|same_top1_prev=all,late,small,edge_high,2,576,front_pair_major_margin_q75_only,front pair major margin q75 only,912,264,2,0.08841951026361577,0.1817303467017525,0.19937865497076024,0.17616959064327486,0.23863636363636365,0.5020161290322581,0.4435483870967742,0.4794520547945205,0.10087719298245613,0.08369883040935672,0.11363636363636363,0.5018999586747982,-0.007529886663561566,-0.013229308005427418,182,0.13095238095238096,0.08516483516483517,0.12686567164179105,0.004086709310589909,91,0.11355311355311354,0.054945054945054944,0.12087912087912088,-0.007326007326007342,False,control|small|edge_high|same_top1_prev=all,0.1084070796460177,0.12686567164179105
late|small|edge_high|same_top1_prev=all,late,small,edge_high,2,576,front_pair_major_side_q75_only,front pair major side q75 only,991,288,2,0.08841951026361577,0.1817303467017525,0.20013454423141605,0.1780945173225698,0.23553240740740738,0.501953125,0.443359375,0.47023809523809523,0.09804910864446686,0.08156744029599731,0.10358796296296297,0.4964751952664992,0.010712864102982153,0.02896109729132118,182,0.13186813186813187,0.09065934065934066,0.07462686567164178,0.05724126619649009,91,0.13186813186813187,0.07142857142857142,0.07692307692307693,0.054945054945054944,False,control|small|edge_high|same_top1_prev=all,0.08733624454148471,0.07462686567164178
late|small|edge_low|same_top1_prev=all,late,small,edge_low,2,192,front_pair_major_any_info,front pair major any info,1766,467,3,0.089576406726893,0.18565540131876168,0.20479426198565498,0.19440826727066815,0.21127765881513202,0.49942396313364057,0.46754032258064515,0.4701388888888889,0.10324650811627029,0.09512551906379765,0.0977872947894361,0.4607643902415876,0.010381275953189883,0.004996431120628114,182,0.1043956043956044,0.07875457875457875,0.09340659340659341,0.010989010989010992,91,0.10989010989010989,0.07692307692307691,0.09523809523809523,0.014652014652014655,True,control|small|edge_low|same_top1_prev=all,0.0928652321630804,0.09279086366880798
late|small|edge_low|same_top1_prev=all,late,small,edge_low,2,192,front_pair_major_consensus_only,front pair major consensus only,1518,415,2,0.08841951026361577,0.1817303467017525,0.19587176108915239,0.1800559947299078,0.1891566265060241,0.498642226748133,0.4575610997963339,0.453125,0.09760649978041282,0.08563625384277558,0.08353413654618473,0.4910667395231637,0.0018477191309761026,-0.011397134931478481,182,0.08516483516483517,0.054945054945054944,0.08058608058608058,0.00457875457875459,91,0.0989010989010989,0.05128205128205127,0.08608058608058607,0.01282051282051283,False,control|small|edge_low|same_top1_prev=all,0.09575878064943671,0.09493127147766321
late|small|edge_low|same_top1_prev=all,late,small,edge_low,2,192,front_pair_major_margin_and_consensus,front pair major margin and consensus,521,160,2,0.08841951026361577,0.1817303467017525,0.1967370441458733,0.16377959053103006,0.1875,0.5121951219512195,0.4268292682926829,0.45454545454545453,0.10588611644273832,0.08029430582213692,0.090625,0.5398689175918022,0.010961304412663131,0.013613505747126442,160,0.090625,0.05,0.07701149425287356,0.013613505747126442,91,0.1043956043956044,0.04395604395604396,0.08424908424908424,0.020146520146520158,False,control|small|edge_low|same_top1_prev=all,0.09492481203007519,0.07701149425287356
late|small|edge_low|same_top1_prev=all,late,small,edge_low,2,192,front_pair_major_margin_and_side,front pair major margin and side,324,84,2,0.08841951026361577,0.1817303467017525,0.22479423868312756,0.18106995884773663,0.1130952380952381,0.61875,0.5125,0.22727272727272727,0.1404320987654321,0.10339506172839506,0.023809523809523808,0.48831684077405985,0.04458350291683627,-0.06212797619047619,84,0.023809523809523808,0.0,0.0859375,-0.06212797619047619,84,0.023809523809523808,0.0,0.0859375,-0.06212797619047619,False,control|small|edge_low|same_top1_prev=all,0.09584859584859584,0.0859375
late|small|edge_low|same_top1_prev=all,late,small,edge_low,2,192,front_pair_major_margin_q75_only,front pair major margin q75 only,938,278,2,0.08841951026361577,0.1817303467017525,0.20700071073205403,0.1849635749822317,0.19664268585131897,0.5259403372243838,0.4688391699092088,0.5,0.11051883439943141,0.09292821606254442,0.10191846522781774,0.47803742046027,0.015025272167671758,0.014089972835009998,182,0.09798534798534798,0.05952380952380952,0.08333333333333333,0.014652014652014655,91,0.10256410256410255,0.047619047619047616,0.08058608058608058,0.02197802197802197,True,control|small|edge_low|same_top1_prev=all,0.09549356223175966,0.08782849239280774
late|small|edge_low|same_top1_prev=all,late,small,edge_low,2,192,front_pair_major_side_q75_only,front pair major side q75 only,1124,294,2,0.08841951026361577,0.1817303467017525,0.22034400948991695,0.198839709371293,0.1870748299319728,0.509375,0.45675781249999997,0.38513513513513514,0.11120996441281139,0.09489175563463818,0.07539682539682539,0.44467732598879534,0.02162883100908032,-0.02671121149382019,182,0.0641025641025641,0.0347985347985348,0.07051282051282051,-0.006410256410256415,91,0.08058608058608058,0.03658424908424908,0.07142857142857142,0.009157509157509153,False,control|small|edge_low|same_top1_prev=all,0.08958113340373107,0.10210803689064558
late|small|edge_low|same_top1_prev=all,late,small,edge_low,2,384,front_pair_major_any_info,front pair major any info,1766,467,3,0.089576406726893,0.18565540131876168,0.20479426198565498,0.1942242355605889,0.21127765881513202,0.5023041474654378,0.47119335637480797,0.4666666666666667,0.10362400906002263,0.09494148735371839,0.09778729478943611,0.46120097457636455,0.007927519818799522,0.0014275517487508799,182,0.10073260073260072,0.07692307692307693,0.0989010989010989,0.001831501831501825,91,0.1282051282051282,0.09157509157509157,0.08791208791208792,0.040293040293040275,True,control|small|edge_low|same_top1_prev=all,0.0956964892412231,0.09635974304068523
late|small|edge_low|same_top1_prev=all,late,small,edge_low,2,384,front_pair_major_consensus_only,front pair major consensus only,1517,413,2,0.08841951026361577,0.1817303467017525,0.19918699186991867,0.18369589101296416,0.2098466505246166,0.5,0.45656312625250495,0.45357142857142857,0.1001977587343441,0.08811250274664909,0.0976594027441485,0.48133635312166917,0.0018189820210058466,-0.0026355825065889626,182,0.1053113553113553,0.07142857142857142,0.09065934065934066,0.014652014652014642,91,0.13186813186813187,0.07692307692307691,0.08241758241758242,0.049450549450549455,False,control|small|edge_low|same_top1_prev=all,0.09837877671333825,0.10029498525073746
late|small|edge_low|same_top1_prev=all,late,small,edge_low,2,384,front_pair_major_margin_and_consensus,front pair major margin and consensus,537,164,2,0.08841951026361577,0.1817303467017525,0.21973929236499068,0.1877715704531347,0.1686991869918699,0.4748201438848921,0.3920863309352518,0.4166666666666667,0.10304158907510862,0.07914338919925512,0.06910569105691056,0.4708886976353224,0.012710800271037367,-0.04041811846689897,164,0.06910569105691056,0.03554369918699187,0.10952380952380952,-0.04041811846689897,91,0.06043956043956044,0.02184065934065935,0.12637362637362637,-0.06593406593406592,False,control|small|edge_low|same_top1_prev=all,0.09033078880407125,0.10952380952380952
late|small|edge_low|same_top1_prev=all,late,small,edge_low,2,384,front_pair_major_margin_and_side,front pair major margin and side,308,83,2,0.08841951026361577,0.1817303467017525,0.22077922077922077,0.17857142857142858,0.1746987951807229,0.5886075949367089,0.48085443037974684,0.5333333333333333,0.12987012987012986,0.09740259740259741,0.09036144578313253,0.49514925747624833,0.004870129870129858,-0.10529072812991096,83,0.09036144578313253,0.03614457831325301,0.1956521739130435,-0.10529072812991096,83,0.09036144578313253,0.03614457831325301,0.1956521739130435,-0.10529072812991096,False,control|small|edge_low|same_top1_prev=all,0.125,0.1956521739130435
late|small|edge_low|same_top1_prev=all,late,small,edge_low,2,384,front_pair_major_margin_q75_only,front pair major margin q75 only,955,280,2,0.08841951026361577,0.1817303467017525,0.21745200698080278,0.193717277486911,0.18273809523809523,0.516728624535316,0.4590613382899628,0.5080645161290323,0.10994764397905758,0.09318935427574172,0.09404761904761903,0.45643585027974626,0.000783223493882379,-0.022354497354497363,182,0.08516483516483517,0.05128205128205127,0.12087912087912088,-0.03571428571428571,91,0.10989010989010989,0.054945054945054944,0.11538461538461539,-0.005494505494505503,False,control|small|edge_low|same_top1_prev=all,0.1091644204851752,0.1164021164021164
late|small|edge_low|same_top1_prev=all,late,small,edge_low,2,384,front_pair_major_side_q75_only,front pair major side q75 only,1054,299,2,0.08841951026361577,0.1817303467017525,0.22722960151802657,0.20477545857052495,0.1939799331103679,0.5044296788482835,0.44959856035437423,0.4452054794520548,0.1116382036685642,0.09456040480708411,0.08361204013377926,0.43178763158849903,0.007853099883460404,-0.01491012735390547,182,0.07967032967032966,0.046703296703296704,0.0989010989010989,-0.019230769230769232,91,0.08241758241758242,0.038324175824175834,0.09340659340659341,-0.010989010989010992,False,control|small|edge_low|same_top1_prev=all,0.10378510378510379,0.09852216748768473
late|small|edge_low|same_top1_prev=all,late,small,edge_low,2,576,front_pair_major_any_info,front pair major any info,1766,467,3,0.089576406726893,0.18565540131876168,0.20479426198565498,0.19403548508871274,0.21127765881513202,0.4975038402457757,0.4667770737327189,0.47291666666666665,0.10343525858814646,0.09531426953567383,0.09992862241256245,0.4616496136566917,0.0009437523593808922,0.01641684511063525,182,0.0989010989010989,0.07509157509157507,0.08791208791208792,0.010989010989010978,91,0.12087912087912088,0.08424908424908424,0.06593406593406594,0.054945054945054944,True,control|small|edge_low|same_top1_prev=all,0.10249150622876557,0.0835117773019272
late|small|edge_low|same_top1_prev=all,late,small,edge_low,2,576,front_pair_major_consensus_only,front pair major consensus only,1516,410,2,0.08841951026361577,0.1817303467017525,0.20426561125769566,0.18776934916446789,0.2048780487804878,0.4972789115646259,0.4547534013605442,0.462406015037594,0.10081354441512752,0.0887203166226913,0.10081300813008129,0.47089426819160346,-0.00015315805533434868,0.00881300813008129,182,0.10073260073260072,0.06318681318681318,0.08791208791208792,0.012820512820512803,91,0.13003663003663002,0.06776556776556776,0.07692307692307693,0.05311355311355309,False,control|small|edge_low|same_top1_prev=all,0.10096670247046187,0.092
late|small|edge_low|same_top1_prev=all,late,small,edge_low,2,576,front_pair_major_margin_and_consensus,front pair major margin and consensus,562,151,2,0.08841951026361577,0.1817303467017525,0.1933570581257414,0.16251482799525505,0.1456953642384106,0.5076923076923077,0.41923076923076924,0.5,0.09311981020166073,0.07176749703440094,0.0728476821192053,0.5440704171695482,-0.023702619704881328,-0.02551297361849962,151,0.0728476821192053,0.03642384105960265,0.09836065573770492,-0.02551297361849962,91,0.04395604395604396,0.01098901098901099,0.09836065573770492,-0.05440461178166096,False,control|small|edge_low|same_top1_prev=all,0.11682242990654206,0.09836065573770492
late|small|edge_low|same_top1_prev=all,late,small,edge_low,2,576,front_pair_major_margin_and_side,front pair major margin and side,285,93,2,0.08841951026361577,0.1817303467017525,0.18771929824561404,0.14210526315789473,0.1881720430107527,0.5431034482758621,0.41379310344827586,0.4722222222222222,0.09824561403508772,0.06666666666666667,0.08602150537634409,0.6222113685217406,-0.02675438596491228,-0.019241652518392743,93,0.08602150537634409,0.037500000000000006,0.10526315789473684,-0.019241652518392743,91,0.08791208791208792,0.03296703296703297,0.10526315789473684,-0.017351069982648917,False,control|small|edge_low|same_top1_prev=all,0.125,0.10526315789473684
late|small|edge_low|same_top1_prev=all,late,small,edge_low,2,576,front_pair_major_margin_q75_only,front pair major margin q75 only,968,275,2,0.08841951026361577,0.1817303467017525,0.19404269972451788,0.17165547520661156,0.1890909090909091,0.5372714486638537,0.4767932489451477,0.5234375,0.10278925619834711,0.08608815426997245,0.10060606060606062,0.5150986891457463,-0.01855905840839446,0.01260606060606062,182,0.076007326007326,0.04393315018315018,0.088,-0.011992673992673994,91,0.05311355311355311,0.016483516483516484,0.06593406593406594,-0.012820512820512824,False,control|small|edge_low|same_top1_prev=all,0.12134831460674157,0.088
late|small|edge_low|same_top1_prev=all,late,small,edge_low,2,576,front_pair_major_side_q75_only,front pair major side q75 only,991,288,2,0.08841951026361577,0.1817303467017525,0.2122435250588631,0.1905482677430205,0.208912037037037,0.48091603053435117,0.4255725190839695,0.4863013698630137,0.10208543558694921,0.08476286579212916,0.09837962962962962,0.4640268385061425,0.012565784931927379,0.008827390823659478,182,0.076007326007326,0.04395604395604396,0.08955223880597014,-0.013544912798644143,91,0.08058608058608058,0.03296703296703297,0.07692307692307693,0.00366300366300365,False,control|small|edge_low|same_top1_prev=all,0.08951965065502183,0.08955223880597014
