candidate_id,baseline_name,preview_cut,gate_family,simulation_start,simulation_end,start_bankroll,stake_per_bet,staking_mode,max_multiplier,max_funded_slots_per_day,skip_hour_start,skip_hour_end,removed_detail_rows,days_in_simulation,active_days,executed_days,executed_slots,executed_bets,skipped_active_due_to_cash,final_bankroll,net_profit_points,roi_on_start_bankroll_pct,peak_bankroll,min_bankroll,max_drawdown_points
intraday_1037,base_stable_020,192,mid_only,2026-04-01,2026-04-19,1000.0,10.0,fixed,1,0,6,7,0,19,19,19,62,62,0,997.5,-2.5,-0.24999999999999467,1121.5,917.5,-204.0
