candidate_id,baseline_name,preview_cut,gate_family,simulation_start,simulation_end,start_bankroll,stake_per_bet,staking_mode,max_multiplier,max_funded_slots_per_day,skip_hour_start,skip_hour_end,removed_detail_rows,days_in_simulation,active_days,executed_days,executed_slots,executed_bets,skipped_active_due_to_cash,final_bankroll,net_profit_points,roi_on_start_bankroll_pct,peak_bankroll,min_bankroll,max_drawdown_points
intraday_1016,base_stable_020,192,high_mid,2026-04-01,2026-04-19,1000.0,10.0,martingale_double,5,0,6,7,0,19,7,7,22,22,0,1106.0,106.0,10.600000000000009,1284.5,1000.0,-178.5
