candidate_id,baseline_name,preview_cut,gate_family,simulation_start,simulation_end,start_bankroll,stake_per_bet,staking_mode,max_multiplier,max_funded_slots_per_day,skip_hour_start,skip_hour_end,removed_detail_rows,days_in_simulation,active_days,executed_days,executed_slots,executed_bets,skipped_active_due_to_cash,final_bankroll,net_profit_points,roi_on_start_bankroll_pct,peak_bankroll,min_bankroll,max_drawdown_points
intraday_1037,base_stable_020,192,mid_only,2025-01-01,2026-01-01,1000.0,10.0,martingale_double,5,0,6,7,0,366,316,316,797,797,0,8804.0,7804.0,780.4,8829.5,966.0,-1710.0
